sentence,tree,is_sent
Er von seinem Hotel-zimmer auf die Menschen geschossen.,(S (PPER Er) (VP (PP (APPR von) (PPOSAT seinem) (NN Hotel-zimmer)) (PP (APPR auf) (ART die) (NN Menschen)) (VVPP geschossen))) ($. .),True
Stephen Paddock hatte sehr viele Waffen dabei.,(S (PN (NE Stephen) (NE Paddock)) (VAFIN hatte) (NP (AP (ADV sehr) (PIAT viele)) (NN Waffen)) (PTKVZ dabei)) ($. .),True
Er hatte bei seinem Angriff über 20 Waffen dabei.,(S (PPER Er) (VAFIN hatte) (PP (APPR bei) (PPOSAT seinem) (NN Angriff)) (NP (AP (ADV über) (CARD 20)) (NN Waffen)) (PTKVZ dabei)) ($. .),True
Die Waffen hatte er in seinem Hotel-zimmer.,(S (NP (ART Die) (NN Waffen)) (VAFIN hatte) (PPER er) (PP (APPR in) (PPOSAT seinem) (NN Hotel-zimmer))) ($. .),True
Und in seinem Auto.,(S (KON Und) (PP (APPR in) (PPOSAT seinem) (NN Auto))) ($. .),False
Im Auto hatte er auch Sprengstoff.,(S (PP (APPRART Im) (NN Auto)) (VAFIN hatte) (PPER er) (NP (ADV auch) (NN Sprengstoff))) ($. .),True
Stephen Paddock hat 58 Menschen getötet.,(S (PN (NE Stephen) (NE Paddock)) (VAFIN hat) (VP (NP (CARD 58) (NN Menschen)) (VVPP getötet))) ($. .),True
Und er hat über 500 Menschen verletzt.,(S (KON Und) (PPER er) (VAFIN hat) (VP (NP (AP (ADV über) (CARD 500)) (NN Menschen)) (VVPP verletzt))) ($. .),True
Stephen Paddock hat den Angriff vorher geplant.,(S (PN (NE Stephen) (NE Paddock)) (VAFIN hat) (VP (NP (ART den) (NN Angriff)) (ADV vorher) (VVPP geplant))) ($. .),True
Vor dem Hotel-zimmer hat er Über-wachungs-kameras angebracht.,(S (PP (APPR Vor) (ART dem) (NN Hotel-zimmer)) (VAFIN hat) (PPER er) (VP (NN Über-wachungs-kameras) (VVPP angebracht))) ($. .),True
"Er wollte beobachten, ob jemand zu seinem Hotel-zimmer kommt.","(S (PPER Er) (VMFIN wollte) (VP (VVINF beobachten))) ($, ,) (S (KOUS ob) (PIS jemand) (PP (APPR zu) (PPOSAT seinem) (NN Hotel-zimmer)) (VVFIN kommt)) ($. .)",True
Stephen Paddock wollte sehr viele Menschen töten.,(S (PN (NE Stephen) (NE Paddock)) (VMFIN wollte) (VP (NP (AP (ADV sehr) (PIAT viele)) (NN Menschen)) (VVINF töten))) ($. .),True
Der Angriff war um 23:20 Uhr in der Nacht zu Ende.,(S (NP (ART Der) (NN Angriff)) (VAFIN war) (PP (APPR um) (CARD 23:20) (NN Uhr) (PP (APPR in) (ART der) (NN Nacht))) (PP (APPR zu) (NN Ende))) ($. .),True
Spezial-polizei hat das Hotel-zimmer von Stephen Paddock aufgebrochen.,(S (NN Spezial-polizei) (VAFIN hat) (VP (NP (ART das) (NN Hotel-zimmer) (PP (APPR von) (PN (NE Stephen) (NE Paddock)))) (VVPP aufgebrochen))) ($. .),True
Stephen Paddock ist bereits tot gewesen.,(S (PN (NE Stephen) (NE Paddock)) (VAFIN ist) (VP (ADV bereits) (ADJD tot) (VAPP gewesen))) ($. .),True
Er hat in seinem Hotel-zimmer Selbst-mord gemacht.,(S (PPER Er) (VAFIN hat) (VP (PP (APPR in) (PPOSAT seinem) (NN Hotel-zimmer)) (NN Selbst-mord) (VVPP gemacht))) ($. .),True
Die IS Guppe sagt Stephen Paddock gehört zu ihnen.,(S (NP (ART Die) (NE IS) (NN Guppe)) (VVFIN sagt) (PN (NE Stephen) (NE Paddock))),True
Das ist falsch.,(S (PDS Das) (VAFIN ist) (ADJD falsch)) ($. .),True
Stephen Paddock hat alleine gehandelt.,(S (PN (NE Stephen) (NE Paddock)) (VAFIN hat) (VP (ADV alleine) (VVPP gehandelt))) ($. .),True
Keiner weiß warum Stephen Paddock den Angriff gemacht hat.,(S (PIS Keiner) (VVFIN weiß) (S (PWAV warum) (PN (NE Stephen) (NE Paddock)) (VP (NP (ART den) (NN Angriff)) (VVPP gemacht)) (VAFIN hat))) ($. .),True
Viele Menschen auf der ganzen Welt haben Angst und sind traurig.,(CS (S (NP (PIAT Viele) (NN Menschen) (PP (APPR auf) (ART der) (ADJA ganzen) (NN Welt))) (VAFIN haben) (NN Angst)) (KON und) (S (VAFIN sind) (ADJD traurig))) ($. .),True
Viele Menschen diskutieren über Waffen.,(S (NP (PIAT Viele) (NN Menschen)) (VVFIN diskutieren) (PP (APPR über) (NN Waffen))) ($. .),True
In den USA ist es sehr leicht eine Waffe zu kaufen.,(S (PP (APPR In) (ART den) (NE USA)) (VAFIN ist) (NP (PPER es)) (AP (ADV sehr) (ADJD leicht)) (NP (ART eine) (NN Waffe)) (VZ (PTKZU zu) (VVINF kaufen))) ($. .),True
Viele Menschen wollen andere Waffen-gesetze.,(S (NP (PIAT Viele) (NN Menschen)) (VMFIN wollen) (NP (ADJA andere) (NN Waffen-gesetze))) ($. .),True
Die Waffenlobby möchte keine anderen Gesetze.,(S (NP (ART Die) (NN Waffenlobby)) (VMFIN möchte) (NP (PIAT keine) (ADJA anderen) (NN Gesetze))) ($. .),True
Am 1. Oktober 2017 ist ein Angriff in Las Vegas passiert.,(S (PP (APPRART Am) (ADJA 1.) (NN Oktober) (CARD 2017)) (VAFIN ist) (NP (ART ein) (NN Angriff)) (VP (PP (APPR in) (PN (NE Las) (NE Vegas))) (VVPP passiert))) ($. .),True
Ein Mann hat andere Menschen umgebracht und verletzt.,(S (NP (ART Ein) (NN Mann)) (VAFIN hat) (CVP (VP (NP (ADJA andere) (NN Menschen)) (VVPP umgebracht)) (KON und) (VP (VVPP verletzt)))) ($. .),True
Er hat auf andere Menschen geschossen.,(S (PPER Er) (VAFIN hat) (VP (PP (APPR auf) (ADJA andere) (NN Menschen)) (VVPP geschossen))) ($. .),True
Der Mann hat über 50 Menschen ermordet.,(S (NP (ART Der) (NN Mann)) (VAFIN hat) (VP (NP (AP (ADV über) (CARD 50)) (NN Menschen)) (VVPP ermordet))) ($. .),True
Und er hat dabei über 500 Menschen verletzt.,(S (KON Und) (PPER er) (VAFIN hat) (VP (PROAV dabei) (NP (AP (ADV über) (CARD 500)) (NN Menschen)) (VVPP verletzt))) ($. .),True
Im Jahr 1976 hat Ronnie Lee die Animal Liberation Front gegründet.,(S (PP (APPRART Im) (NN Jahr) (CARD 1976)) (VAFIN hat) (PN (NE Ronnie) (NE Lee)) (VP (NP (ART die) (PN (NE Animal) (NE Liberation) (NE Front))) (VVPP gegründet))) ($. .),True
Animal Liberation Front ist englisch.,(S (PN (NE Animal) (NE Liberation) (NE Front)) (VAFIN ist) (ADJD englisch)) ($. .),True
Auf Deutsch heißt die Gruppe:  \newline Tierbefreiungsfront \newline  \newline Die Animal Liberation Front sagt: \newline Alle dürfen bei Animal Liberation Front mitmachen.,(S (PP (APPR Auf) (NN Deutsch)) (VVFIN heißt) (NP (ART die) (NN Gruppe))) ($. :) ($.  ) (FM \newline),True
"Mitmachen darf, wer: • Vegetarier oder Veganer ist.","(S (VP (VVINF Mitmachen)) (VMFIN darf)) ($, ,) (PWS wer) ($. :) ($LRB •) (S (CNP (NN Vegetarier) (KON oder) (NN Veganer)) (VAFIN ist)) ($. .)",True
" • Tiere befreit, wenn diese gequält werden","(XY  ) (XY •) (S (NN Tiere) (VVPP befreit)) ($, ,) (S (KOUS wenn) (PDS diese) (VVPP gequält) (VAFIN werden))",True
" • Sachen von Menschen kaputt macht, die Tiere quälen.","(XY  ) (XY •) (NN Sachen) (PP (APPR von) (NN Menschen)) (ADJD kaputt) (VVFIN macht) ($, ,) (NP (S (PRELS die) (NN Tiere) (VVFIN quälen))) ($. .)",True
Die Gruppe macht verschiedene Aktionen.,(S (NP (ART Die) (NN Gruppe)) (VVFIN macht) (NP (ADJA verschiedene) (NN Aktionen))) ($. .),True
Die Aktionen sollen Tieren helfen.,(S (NP (ART Die) (NN Aktionen)) (VMFIN sollen) (VP (NN Tieren) (VVINF helfen))) ($. .),True
Zum Beispiel: • Die Gruppe befreit Tiere aus Versuchslaboren,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (S (NP (ART Die) (NN Gruppe)) (VVFIN befreit) (NN Tiere) (PP (APPR aus) (NN Versuchslaboren))),True
Zum Beispiel: • Die Gruppe lässt die Tiere von einer Pelzfarm frei.,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (S (NP (ART Die) (NN Gruppe)) (VVFIN lässt) (NP (ART die) (NN Tiere)) (PP (APPR von) (ART einer) (NN Pelzfarm)) (PTKVZ frei)) ($. .),True
Die Gruppe macht auch Dinge kaputt.,(S (NP (ART Die) (NN Gruppe)) (VVFIN macht) (NP (ADV auch) (NN Dinge)) (ADJD kaputt)) ($. .),True
Zum Beispiel: • Die Gruppe sägt Hochsitze von Jägern um.,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (S (NP (ART Die) (NN Gruppe)) (VVFIN sägt) (NN Hochsitze) (PP (APPR von) (NN Jägern)) (PTKVZ um)) ($. .),True
 • Die Gruppe hat eine Wurstfabrik angezündet.,(XY  ) (XY •) (S (NP (ART Die) (NN Gruppe)) (VAFIN hat) (VP (NP (ART eine) (NN Wurstfabrik)) (VVPP angezündet))) ($. .),True
Animal Liberation Front ist der Name einer Gruppe.,(S (PN (NE Animal) (NE Liberation) (NE Front)) (VAFIN ist) (NP (ART der) (NN Name) (NP (ART einer) (NN Gruppe)))) ($. .),True
Die Gruppe setzt sich für Tiere ein.,(S (NP (ART Die) (NN Gruppe)) (VVFIN setzt) (PRF sich) (PP (APPR für) (NN Tiere)) (PTKVZ ein)) ($. .),True
"Die Gruppe will nicht, dass Menschen mit Tieren Versuche machen.","(S (NP (ART Die) (NN Gruppe)) (VMFIN will) (PTKNEG nicht)) ($, ,) (S (KOUS dass) (NN Menschen) (PP (APPR mit) (NN Tieren)) (NN Versuche) (VVFIN machen)) ($. .)",True
Die Gruppe benutzt dazu auch Gewalt.,(S (NP (ART Die) (NN Gruppe)) (VVFIN benutzt) (PROAV dazu) (NP (ADV auch) (NN Gewalt))) ($. .),True
Ein Ankerland ist ein besonderes Land.,(S (NP (ART Ein) (NN Ankerland)) (VAFIN ist) (NP (ART ein) (ADJA besonderes) (NN Land))) ($. .),True
"Wenn ein Anker-land eine Entscheidung macht, \newline sind viele Nachbar-länder davon betroffen.","(S (KOUS Wenn) (NP (ART ein) (NN Anker-land)) (NP (ART eine) (NN Entscheidung)) (VVFIN macht)) ($, ,) (S (ADV \newline) (VAFIN sind) (NP (PIAT viele) (NN Nachbar-länder)) (VP (PROAV davon) (VVPP betroffen))) ($. .)",True
"Wegen einer Enstcheidung von einem Anker-land, \newline passiert auch immer im Nachbar-land etwas.","(PP (APPR Wegen) (ART einer) (NN Enstcheidung) (PP (APPR von) (ART einem) (NN Anker-land))) ($, ,) (S (FM \newline) (VVFIN passiert) (AVP (ADV auch) (ADV immer)) (PP (APPRART im) (NN Nachbar-land)) (PIS etwas)) ($. .)",True
Anlauttabellen sollen beim Lesen und Schreiben helfen.,(S (NN Anlauttabellen) (VMFIN sollen) (VP (PP (APPRART beim) (CNP (NN Lesen) (KON und) (NN Schreiben))) (VVINF helfen))) ($. .),True
Die Bilder sind zusammen mit den Buchstaben.,(S (NP (ART Die) (NN Bilder)) (VAFIN sind) (ADV zusammen) (PP (APPR mit) (ART den) (NN Buchstaben))) ($. .),True
Zum Beispiel der Buchstabe: B.  \newline Und dazu das Bild von einer: Banane.,(PP (APPRART Zum) (NN Beispiel)) (ART der) (NN Buchstabe) ($. :) (XY B.) (XY  ) (FM \newline),False
Der Buchstabe B wird beim Wort Banane als erstes gesprochen.,(S (NP (ART Der) (NN Buchstabe) (NN B)) (VAFIN wird) (VP (PP (APPRART beim) (NN Wort) (NN Banane)) (PP (APPR als) (ADJA erstes)) (VVPP gesprochen))) ($. .),True
Dazu sagt man auch: Anlaut.,(S (PROAV Dazu) (VVFIN sagt) (PIS man) (ADV auch)) ($. :) (NN Anlaut) ($. .),True
Es gib Anlauttabellen-programme für den Computer.,(S (PPER Es) (VVFIN gib) (NP (NN Anlauttabellen-programme) (PP (APPR für) (ART den) (NN Computer)))) ($. .),True
Zum Beispiel mit Sprachausgabe.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR mit) (NN Sprachausgabe)) ($. .),False
Der Buchstabe oder das Wort wird von einer Computer-stimme gesprochen.,(S (CNP (NP (ART Der) (NN Buchstabe)) (KON oder) (NP (ART das) (NN Wort))) (VAFIN wird) (VP (PP (APPR von) (ART einer) (NN Computer-stimme)) (VVPP gesprochen))) ($. .),True
Die Programme haben eine extra Tastatur.,(S (NP (ART Die) (NN Programme)) (VAFIN haben) (NP (ART eine) (ADV extra) (NN Tastatur))) ($. .),True
Darauf sind Bilder.,(S (PROAV Darauf) (VAFIN sind) (NN Bilder)) ($. .),True
Eine Anlauttabelle wird zum Lernen benutzt.,(S (NP (ART Eine) (NN Anlauttabelle)) (VAFIN wird) (VP (PP (APPRART zum) (NN Lernen)) (VVPP benutzt))) ($. .),True
Darauf sind Buchstaben und Bilder.,(S (PROAV Darauf) (VAFIN sind) (CNP (NN Buchstaben) (KON und) (NN Bilder))) ($. .),True
Damit kann man lernen wie ein Wort gesprochen und geschrieben wird.,(S (PROAV Damit) (VMFIN kann) (PIS man) (CVP (VP (VVINF lernen)) (PWAV wie) (NP (ART ein) (NN Wort)) (CVP (VP (VVPP gesprochen)) (KON und) (VP (VVPP geschrieben)))) (VAFIN wird)) ($. .),True
Anna Faris ist am 29. November 1976 geboren.,(S (PN (NE Anna) (NE Faris)) (VAFIN ist) (VP (PP (APPRART am) (ADJA 29.) (NN November) (CARD 1976)) (VVPP geboren))) ($. .),True
"In Baltimore, USA.","(APPR In) (NE Baltimore) ($, ,) (PP (NE USA)) ($. .)",False
Anna Faris ist eine amerikanische Schauspielerin.,(S (PN (NE Anna) (NE Faris)) (VAFIN ist) (NP (ART eine) (ADJA amerikanische) (NN Schauspielerin))) ($. .),True
Und eine Sängerin.,(S (KON Und) (NP (ART eine) (NN Sängerin))) ($. .),False
Und eine Synchron-sprecherin.,(S (KON Und) (NP (ART eine) (NN Synchron-sprecherin))) ($. .),False
Annalena Baerbock wurde am 15. Dezember 1980 geboren.,(S (PN (NE Annalena) (NE Baerbock)) (VAFIN wurde) (VP (PP (APPRART am) (ADJA 15.) (NN Dezember) (CARD 1980)) (VVPP geboren))) ($. .),True
Ihr ganzer Name ist Annalena Charlotte Alma Baerbock.,(S (NP (PPOSAT Ihr) (ADJA ganzer) (NN Name)) (VAFIN ist) (PN (NE Annalena) (NE Charlotte) (NE Alma) (NE Baerbock))) ($. .),True
Als Kind hat Annalena Trampolin-turnen gemacht.,(S (PP (APPR Als) (NN Kind)) (VAFIN hat) (NE Annalena) (VP (NN Trampolin-turnen) (VVPP gemacht))) ($. .),True
Annalena Baerbock ist verheiratet.,(S (PN (NE Annalena) (NE Baerbock)) (VAFIN ist) (VVPP verheiratet)) ($. .),True
Sie leben in Branden-burg.,(S (PPER Sie) (VVFIN leben) (PP (APPR in) (NE Branden-burg))) ($. .),True
Annalena Baerbock ist Mitglied des Deutschen Bundestages.,(S (PN (NE Annalena) (NE Baerbock)) (VAFIN ist) (NP (NN Mitglied) (NP (ART des) (PN (NP (ADJA Deutschen) (NN Bundestages)))))) ($. .),True
Sie ist Mitglied in der Partei Die Grünen.,(S (PPER Sie) (VAFIN ist) (NP (NN Mitglied) (PP (APPR in) (ART der) (NN Partei) (PN (NP (ART Die) (NN Grünen)))))) ($. .),True
In der Partei ist sie seit dem Jahr 2005.  \newline Seit dem 27. Januar 2018 ist Annalena Baerbock die Chefin von den Grünen.,(PP (APPR In) (ART der) (NN Partei)) (VAFIN ist) (PPER sie) (APPR seit) (ART dem) (NN Jahr) ($. 2005.),False
Gemeinsam mit Robert Habeck.,(PP (ADJD Gemeinsam) (APPR mit) (PN (NE Robert) (NE Habeck))) ($. .),False
Annalena Baerbock ist eine Politikerin.,(S (PN (NE Annalena) (NE Baerbock)) (VAFIN ist) (NP (ART eine) (NN Politikerin))) ($. .),True
Sie ist in der Partei die Grünen.,(S (PPER Sie) (VAFIN ist) (PP (APPR in) (ART der) (NN Partei) (PN (NP (ART die) (NN Grünen))))) ($. .),True
Seit dem 8. Dezember 2021 die Außen-ministerin von Deutschland.,(S (PP (APPR Seit) (ART dem) (ADJA 8.) (NN Dezember) (CARD 2021)) (NP (ART die) (NN Außen-ministerin) (PP (APPR von) (NE Deutschland)))) ($. .),False
Annalena Baerbock ist Chefin der Partei die Grünen.,(S (PN (NE Annalena) (NE Baerbock)) (VAFIN ist) (NP (NN Chefin) (NP (ART der) (NN Partei) (PN (NP (ART die) (NN Grünen)))))) ($. .),True
Und sie war Kanzler-kandidatin.,(S (KON Und) (PPER sie) (VAFIN war) (NN Kanzler-kandidatin)) ($. .),True
Kanzler-kandidatin für die Bundes-tags-wahl 2021.,(NN Kanzler-kandidatin) (APPR für) (ART die) (NN Bundes-tags-wahl) ($. 2021.),False
"Heute verwendet man das Wort oft für ""unerkannt"" \newline Ein Mensch will nicht sagen, wer er ist.","(S (ADV Heute) (VVFIN verwendet) (PIS man) (NP (ART das) (NN Wort)) (ADV oft) (APPR für)) ($LRB "") (PP (ADJD unerkannt)) ($LRB "") (PP (FM \newline))",True
Er sagt seinen Namen nicht.,(S (PPER Er) (VVFIN sagt) (NP (PPOSAT seinen) (NN Namen)) (PTKNEG nicht)) ($. .),True
Er bleibt anonym.,(S (PPER Er) (VVFIN bleibt) (ADJD anonym)) ($. .),True
"Wenn er einen Brief schreibt, unterschreibt er nicht.","(S (KOUS Wenn) (PPER er) (NP (ART einen) (NN Brief)) (VVFIN schreibt)) ($, ,) (S (VVFIN unterschreibt) (PPER er) (PTKNEG nicht)) ($. .)",True
Er schreibt seinen Namen auch nicht auf den Brief.,(S (PPER Er) (VVFIN schreibt) (NP (PPOSAT seinen) (NN Namen)) (ADV auch) (PTKNEG nicht) (PP (APPR auf) (ART den) (NN Brief))) ($. .),True
"Dann weiss niemand, wer den Brief geschrieben hat.","(S (ADV Dann) (VVFIN weiss) (PIS niemand)) ($, ,) (S (PWS wer) (VP (NP (ART den) (NN Brief)) (VVPP geschrieben)) (VAFIN hat)) ($. .)",True
"Dafür kann es mehrere Gründe geben, \newline etwa: \newline  er will etwas sagen, hat aber Angst, deswegen Ärger zu bekommen.","(S (PROAV Dafür) (VMFIN kann) (PPER es) (VP (PIAT mehrere) (NN Gründe) (VVINF geben))) ($, ,) (NP (NP (NE \newline) (ADV etwa))) ($. :)",True
"er will, dass die Leute das Gesagte wichtig nehmen, nicht seine Person.","(S (PPER er) (VMFIN will)) ($, ,) (S (KOUS dass) (NP (ART die) (NN Leute)) (CNP (NP (ART das) (NN Gesagte))) (ADJD wichtig) (VVFIN nehmen)) ($, ,) (NP (PTKNEG nicht) (PPOSAT seine) (NN Person)) ($. .)",True
"Das Wort ""Anonymität"" kann auch heißen,  \newline dass man in einer großen Menge von Menschen nicht mehr wichtig ist.","(ART Das) (NN Wort) ($LRB "") (NP (NN Anonymität)) ($LRB "") (S (VMFIN kann) (VP (ADV auch) (VVINF heißen))) ($, ,) ($.  ) (S (FM \newline) (S (KOUS dass) (PIS man) (PP (APPR in) (ART einer) (ADJA großen) (NN Menge) (PP (APPR von) (NN Menschen))) (AVP (PTKNEG nicht) (ADV mehr)) (ADJD wichtig) (VAFIN ist))) ($. .)",True
"Etwa: \newline (Beispiel) \newline ""In der Anonymität der großen Städte finden Einsame keine Hilfe"" \newline  \newline Bei sehr alten Texten, bei denen man nicht weiß, von wem sie sind, \newline steht manchmal ""Anonymus"" darunter.",(DL (ADV Etwa)) ($. :) (FM \newline) ($LRB -LRB-) (NP (NN Beispiel)) ($LRB -RRB-) (XY \newline),False
"Das Wort ""anonym"" ist ein Lehnwort aus dem Alt-Griechischen.","(ART Das) (NN Wort) ($LRB "") (NP (ADJD anonym)) ($LRB "") (S (VAFIN ist) (NP (ART ein) (NN Lehnwort) (PP (APPR aus) (ART dem) (NN Alt-Griechischen)))) ($. .)",True
anonym \newline bedeutet namenlos.,(NE anonym),False
Anonymität ist das dazugehörige Hauptwort.,(S (NN Anonymität) (VAFIN ist) (NP (ART das) (ADJA dazugehörige) (NN Hauptwort))) ($. .),True
Anonymous-Gruppen machen Aktionen im Internet.,(S (NN Anonymous-Gruppen) (VVFIN machen) (NN Aktionen) (PP (APPRART im) (NN Internet))) ($. .),True
Und im wirklichen Leben.,(S (KON Und) (PP (APPRART im) (ADJA wirklichen) (NN Leben))) ($. .),False
Sie möchten politisch etwas verändern.,(S (PPER Sie) (VMFIN möchten) (VP (ADJD politisch) (PIS etwas) (VVINF verändern))) ($. .),True
"Wenn sie sich treffen, tragen sie manchmal Gesichts-masken.","(S (KOUS Wenn) (PPER sie) (PRF sich) (VVFIN treffen)) ($, ,) (S (VVFIN tragen) (PPER sie) (ADV manchmal) (NN Gesichts-masken)) ($. .)",True
Sie tragen die Gesichts-maske von Guy Fawkes.,(S (PPER Sie) (VVFIN tragen) (NP (ART die) (NN Gesichts-maske) (PP (APPR von) (PN (NE Guy) (NE Fawkes))))) ($. .),True
Anonymous-Gruppen gibt es auf der ganzen Welt.,(S (NN Anonymous-Gruppen) (VVFIN gibt) (PPER es) (PP (APPR auf) (ART der) (ADJA ganzen) (NN Welt))) ($. .),True
Anonymous ist ein Internet-phänomen.,(S (FM Anonymous) (VAFIN ist) (NP (ART ein) (NN Internet-phänomen))) ($. .),True
"Die Anonymous-Gruppe sind verschiedene Menschen,  \newline die zusammen gegen bestimmte Sachen protestieren.","(S (NP (ART Die) (NN Anonymous-Gruppe)) (VAFIN sind) (ADJA verschiedene) (NN Menschen)) ($, ,) ($.  ) (FM \newline) (NP (S (PRELS die) (ADV zusammen) (PP (APPR gegen) (ADJA bestimmte) (NN Sachen)) (VVFIN protestieren))) ($. .)",True
Zum Beispiel gegen Zensur.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR gegen) (NN Zensur)) ($. .),False
Eine Person ist anonym.,(S (NP (ART Eine) (NN Person)) (VAFIN ist) (ADJD anonym)) ($. .),True
Also weiß niemand: Wer ist diese Person?,(S (ADV Also) (VVFIN weiß) (PIS niemand)) ($. :) (S (PWS Wer) (VAFIN ist) (NP (PDAT diese) (NN Person))) ($. ?),True
Erklärung in Leichter Sprache,(NP (NN Erklärung) (PP (APPR in) (ADJA Leichter) (NN Sprache))),False
Warum kann es zur Anorexie kommen?: • Bei Krebs,(S (PWAV Warum) (VMFIN kann) (PPER es) (VP (PP (APPRART zur) (NN Anorexie)) (VVINF kommen))) ($. ?) ($. :) (XY •),True
Warum kann es zur Anorexie kommen?: • Wegen einer Infektionskrankheit,(S (PWAV Warum) (VMFIN kann) (PPER es) (VP (PP (APPRART zur) (NN Anorexie)) (VVINF kommen))) ($. ?) ($. :) (XY •),True
Warum kann es zur Anorexie kommen?: • Bei einer Psychischen Störung,(S (PWAV Warum) (VMFIN kann) (PPER es) (VP (PP (APPRART zur) (NN Anorexie)) (VVINF kommen))) ($. ?) ($. :) (XY •),True
Warum kann es zur Anorexie kommen?: • Wegen einer Nebenwirkung von einem Medikament,(S (PWAV Warum) (VMFIN kann) (PPER es) (VP (PP (APPRART zur) (NN Anorexie)) (VVINF kommen))) ($. ?) ($. :) (XY •),True
Anorexie ist ein Fachbegriff und ein Kunstwort.,(S (NN Anorexie) (VAFIN ist) (CNP (NP (ART ein) (NN Fachbegriff)) (KON und) (NP (ART ein) (NN Kunstwort)))) ($. .),True
Bei einer Anorexie hat man keine Lust etwas zu essen.,(S (PP (APPR Bei) (ART einer) (NN Anorexie)) (VAFIN hat) (PIS man) (NP (PIAT keine) (NN Lust) (VP (PIS etwas) (VZ (PTKZU zu) (VVINF essen))))) ($. .),True
"Wenn die Anorexie länger geht, \newline verschwindet auch der Hunger.","(S (KOUS Wenn) (NP (ART die) (NN Anorexie)) (ADJD länger) (VVFIN geht)) ($, ,) (S (ADV \newline) (VVFIN verschwindet) (NP (ADV auch) (ART der) (NN Hunger))) ($. .)",True
Ein Anrainer kann auch ein Land sein.,(S (NP (ART Ein) (NN Anrainer)) (VMFIN kann) (ADV auch) (VP (NP (ART ein) (NN Land)) (VAINF sein))) ($. .),True
Das ist ein: • Anrainerstaat,(S (PDS Das) (VAFIN ist) (ART ein)) ($. :) (XY •) (NP (NN Anrainerstaat)),True
Ein Anrainer ist ein Nachbar.,(S (NP (ART Ein) (NN Anrainer)) (VAFIN ist) (NP (ART ein) (NN Nachbar))) ($. .),True
Das heißt: \newline jemand wohnt neben dran,(S (PDS Das) (VVFIN heißt)) ($. :) (NE \newline),True
Der Mann hat absichtlich auf die Menschen geschossen.,(S (NP (ART Der) (NN Mann)) (VAFIN hat) (VP (ADJD absichtlich) (PP (APPR auf) (ART die) (NN Menschen)) (VVPP geschossen))) ($. .),True
Keiner weiß wer der Mann ist.,(S (PIS Keiner) (VVFIN weiß) (S (PWS wer) (NP (ART der) (NN Mann)) (VAFIN ist))) ($. .),True
Und warum er das gemacht hat.,(S (KON Und) (PWAV warum) (PPER er) (VP (PDS das) (VVPP gemacht)) (VAFIN hat)) ($. .),True
Und keiner weiß wo der Mann ist.,(S (KON Und) (PIS keiner) (VVFIN weiß) (S (PWAV wo) (NP (ART der) (NN Mann)) (VAFIN ist))) ($. .),True
Er ist danach abgehauen.,(S (PPER Er) (VAFIN ist) (VP (PROAV danach) (VVPP abgehauen))) ($. .),True
Die Polizei und Experten versuchen heraus zu finden wer der Mann ist.,(S (CNP (NP (ART Die) (NN Polizei)) (KON und) (NN Experten)) (VVFIN versuchen) (VP (VP (PTKVZ heraus) (VZ (PTKZU zu) (VVINF finden))) (PWS wer) (NP (ART der) (NN Mann)) (VAFIN ist))) ($. .),True
Und wo der Mann sich versteckt hat.,(S (KON Und) (PWAV wo) (NP (ART der) (NN Mann)) (VP (PRF sich) (VVPP versteckt)) (VAFIN hat)) ($. .),True
